CustomerID,Feedback,Rating,Cleaned_Feedback
CUST0737,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0738,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0739,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0740,Great value for the price. I will definitely buy again.,1,great value price definitely buy
CUST0741,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy
CUST0742,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0743,The quality doesn't match the price. Not worth it.,1,quality match price worth
CUST0744,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0745,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition
CUST0746,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0747,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation
CUST0748,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0749,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0750,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0751,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0752,The quality doesn't match the price. Not worth it.,4,quality match price worth
CUST0753,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear
CUST0754,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0755,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful
CUST0756,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0757,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful
CUST0758,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0759,The product broke after a week of use. Very disappointed.,1,product break week use disappointed
CUST0760,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0761,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful
CUST0762,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0763,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful
CUST0764,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0765,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition
CUST0766,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful
CUST0767,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0768,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0769,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0770,Great value for the price. I will definitely buy again.,1,great value price definitely buy
CUST0771,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition
CUST0772,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy
CUST0773,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0774,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0775,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition
CUST0776,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition
CUST0777,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition
CUST0778,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful
CUST0779,The product broke after a week of use. Very disappointed.,5,product break week use disappointed
CUST0780,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation
CUST0781,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0782,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation
CUST0783,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0784,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0785,Great value for the price. I will definitely buy again.,4,great value price definitely buy
CUST0786,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0787,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation
CUST0788,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0789,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy
CUST0790,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy
CUST0791,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0792,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0793,The product broke after a week of use. Very disappointed.,1,product break week use disappointed
CUST0794,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0795,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear
CUST0796,The product broke after a week of use. Very disappointed.,4,product break week use disappointed
CUST0797,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0798,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0799,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0800,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0801,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear
CUST0802,Great value for the price. I will definitely buy again.,2,great value price definitely buy
CUST0803,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0804,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0805,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful
CUST0806,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear
CUST0807,The quality doesn't match the price. Not worth it.,1,quality match price worth
CUST0808,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0809,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0810,The product broke after a week of use. Very disappointed.,5,product break week use disappointed
CUST0811,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy
CUST0812,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0813,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy
CUST0814,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0815,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful
CUST0816,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0817,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0818,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation
CUST0819,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0820,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0821,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy
CUST0822,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0823,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition
CUST0824,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0825,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0826,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0827,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0828,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy
CUST0829,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation
CUST0830,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0831,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0832,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear
CUST0833,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition
CUST0834,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0835,Great value for the price. I will definitely buy again.,1,great value price definitely buy
CUST0836,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0837,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy
CUST0838,The product broke after a week of use. Very disappointed.,1,product break week use disappointed
CUST0839,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0840,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0841,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0842,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0843,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful
CUST0844,The quality doesn't match the price. Not worth it.,1,quality match price worth
CUST0845,The product broke after a week of use. Very disappointed.,2,product break week use disappointed
CUST0846,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0847,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0848,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0849,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0850,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition
CUST0851,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0852,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0853,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0854,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0855,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0856,Great value for the price. I will definitely buy again.,4,great value price definitely buy
CUST0857,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful
CUST0858,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0859,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0860,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful
CUST0861,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0862,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition
CUST0863,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0864,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0865,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0866,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0867,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy
CUST0868,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0869,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear
CUST0870,Great value for the price. I will definitely buy again.,4,great value price definitely buy
CUST0871,The product broke after a week of use. Very disappointed.,2,product break week use disappointed
CUST0872,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful
CUST0873,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0874,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation
CUST0875,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0876,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0877,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful
CUST0878,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear
CUST0879,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0880,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy
CUST0881,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0882,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0883,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition
CUST0884,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0885,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0886,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0887,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0888,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful
CUST0889,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0890,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0891,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0892,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0893,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy
CUST0894,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0895,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0896,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0897,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0898,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful
CUST0899,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0900,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy
CUST0901,The product broke after a week of use. Very disappointed.,2,product break week use disappointed
CUST0902,The quality doesn't match the price. Not worth it.,1,quality match price worth
CUST0903,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0904,The quality doesn't match the price. Not worth it.,4,quality match price worth
CUST0905,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0906,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0907,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0908,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition
CUST0909,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear
CUST0910,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful
CUST0911,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy
CUST0912,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0913,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0914,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0915,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0916,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0917,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0918,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition
CUST0919,The product broke after a week of use. Very disappointed.,2,product break week use disappointed
CUST0920,Great value for the price. I will definitely buy again.,4,great value price definitely buy
CUST0921,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0922,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0923,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0924,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0925,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition
CUST0926,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0927,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0928,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0929,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0930,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0931,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0932,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0933,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0934,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend
CUST0935,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0936,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation
CUST0937,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend
CUST0938,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition
CUST0939,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0940,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0941,The quality doesn't match the price. Not worth it.,4,quality match price worth
CUST0942,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0943,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition
CUST0944,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0945,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition
CUST0946,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition
CUST0947,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy
CUST0948,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0949,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy
CUST0950,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful
CUST0951,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0952,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy
CUST0953,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0954,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0955,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear
CUST0956,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation
CUST0957,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0958,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST0959,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0960,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0961,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0962,The product broke after a week of use. Very disappointed.,5,product break week use disappointed
CUST0963,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful
CUST0964,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0965,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation
CUST0966,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear
CUST0967,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful
CUST0968,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0969,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear
CUST0970,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0971,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0972,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0973,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation
CUST0974,Great value for the price. I will definitely buy again.,5,great value price definitely buy
CUST0975,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend
CUST0976,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0977,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend
CUST0978,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0979,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0980,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0981,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful
CUST0982,The quality doesn't match the price. Not worth it.,2,quality match price worth
CUST0983,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0984,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0985,The product broke after a week of use. Very disappointed.,2,product break week use disappointed
CUST0986,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful
CUST0987,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0988,The quality doesn't match the price. Not worth it.,5,quality match price worth
CUST0989,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation
CUST0990,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear
CUST0991,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0992,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful
CUST0993,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition
CUST0994,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful
CUST0995,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful
CUST0996,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy
CUST0997,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation
CUST0998,The product broke after a week of use. Very disappointed.,5,product break week use disappointed
CUST0999,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful
CUST1000,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear
