CustomerID,Feedback,Rating,Cleaned_Feedback,Sentiment
CUST0667,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0668,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0669,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0670,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0671,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0672,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0673,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0674,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0675,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0676,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0677,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0678,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0679,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0680,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0681,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0682,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0683,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0684,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0685,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0686,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0687,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0688,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0689,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0690,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0691,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0692,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0693,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0694,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0695,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0696,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0697,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0698,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0699,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0700,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0701,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0702,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0703,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0704,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0705,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0706,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0707,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0708,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0709,Great value for the price. I will definitely buy again.,2,great value price definitely buy,Positive
CUST0710,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0711,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0712,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0713,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0714,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0715,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0716,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0717,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0718,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0719,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0720,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0721,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0722,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0723,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0724,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0725,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0726,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0727,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0728,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0729,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0730,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0731,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0732,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0733,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0734,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0735,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0736,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0737,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0738,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0739,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0740,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0741,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0742,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0743,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0744,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0745,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0746,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0747,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0748,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0749,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0750,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0751,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0752,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0753,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0754,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0755,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0756,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0757,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0758,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0759,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0760,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0761,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0762,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0763,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0764,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0765,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0766,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0767,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0768,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0769,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0770,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0771,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0772,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0773,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0774,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0775,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0776,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0777,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0778,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful,Negative
CUST0779,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0780,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0781,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0782,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0783,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0784,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0785,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0786,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0787,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0788,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0789,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0790,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0791,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0792,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0793,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0794,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0795,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0796,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0797,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0798,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0799,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0800,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0801,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0802,Great value for the price. I will definitely buy again.,2,great value price definitely buy,Positive
CUST0803,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0804,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0805,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0806,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0807,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0808,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0809,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0810,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0811,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0812,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0813,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0814,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0815,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0816,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0817,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0818,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0819,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0820,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0821,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0822,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0823,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0824,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0825,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0826,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0827,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0828,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0829,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0830,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0831,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0832,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0833,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0834,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0835,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0836,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0837,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0838,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0839,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0840,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0841,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0842,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0843,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0844,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0845,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0846,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0847,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0848,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0849,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0850,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0851,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0852,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0853,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0854,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0855,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0856,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0857,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0858,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0859,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0860,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0861,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0862,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0863,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0864,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0865,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0866,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0867,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0868,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0869,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0870,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0871,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0872,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0873,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0874,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0875,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0876,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0877,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0878,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0879,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0880,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0881,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0882,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0883,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0884,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0885,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0886,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0887,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0888,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0889,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0890,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0891,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0892,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0893,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0894,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0895,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0896,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0897,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0898,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0899,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0900,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0901,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0902,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0903,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0904,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0905,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0906,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0907,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0908,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0909,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0910,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0911,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0912,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0913,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0914,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0915,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0916,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0917,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0918,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0919,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0920,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0921,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0922,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0923,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0924,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0925,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0926,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0927,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0928,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0929,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0930,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0931,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0932,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0933,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0934,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0935,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0936,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0937,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0938,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0939,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0940,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0941,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0942,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0943,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0944,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0945,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0946,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0947,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0948,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0949,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0950,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful,Negative
CUST0951,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0952,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0953,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0954,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0955,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0956,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0957,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0958,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0959,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0960,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0961,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0962,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0963,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0964,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0965,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0966,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0967,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0968,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0969,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0970,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0971,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0972,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0973,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0974,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0975,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0976,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0977,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0978,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0979,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0980,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0981,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0982,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0983,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0984,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0985,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0986,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0987,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0988,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0989,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0990,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0991,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0992,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0993,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0994,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0995,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0996,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0997,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
